Sorted multisurf Scores
bmi,0.04172616131220999
male,0.03661452110082044
age,0.026976914057318013
map_index,0.013993165279388854
medhx_hbp,0.012161554441979252
loud_snore,0.007696066575722338
choke,0.006379783209673366
csamer,0.0038233986644913387
gasping,0.0033549822887238186
medhx_stroke,0.000848098890325171
medhx_afib,-0.0005083657471205918
medhx_ldl,-0.0009696291723572147
medhx_dm,-0.0012394007516976387
medhx_cad,-0.00124645874838858
medhx_heart_fail,-0.0013156506190587134
other,-0.0018773359454056955
aframer,-0.00231674549109421
caucasian,-0.013162001175625566
asian,-0.01563712093979392
