Sorted multisurf Scores
bmi,0.049371749853894455
male,0.027465723147177826
age,0.011284653545278646
choke,0.011193843778578537
medhx_hbp,0.010910477426557983
map_index,0.009982851411401424
aframer,0.00677048062424836
loud_snore,0.005693331281057573
gasping,0.0031710500013440706
medhx_afib,0.0006734118037471021
medhx_dm,2.0553535220705136e-05
medhx_ldl,-0.0006869732575494004
medhx_heart_fail,-0.0007160728695155544
medhx_stroke,-0.0008517892883837376
medhx_cad,-0.0013289196282531062
csamer,-0.0014461896110461389
asian,-0.005119110951307843
other,-0.005542595399792649
caucasian,-0.008621132906703027
