Sorted mutual_information Scores
bmi,0.04245217979654603
map_index,0.042392133702288115
loud_snore,0.04085327833559704
male,0.028152867366214585
choke,0.024057182791242138
asian,0.018454618323741734
medhx_hbp,0.018302118323925587
age,0.018004934019973495
gasping,0.015567760280849274
medhx_ldl,0.01392479353550824
csamer,0.008560995718935205
medhx_stroke,0.005103681344238886
other,0.002355509354304175
medhx_afib,0.001984791799708008
caucasian,0.0
aframer,0.0
medhx_cad,0.0
medhx_heart_fail,0.0
medhx_dm,0.0
