objective,metric,verbosity,boosting_type,num_leaves,max_depth,lambda_l1,lambda_l2,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,n_estimators,scale_pos_weight,random_state
binary,binary_logloss,-1,gbdt,38,15,6.752344144034426,1.6528350663186839e-06,0.6341641772828781,0.40992443729688294,4,15,939,0.45228215767634855,42
