booster,objective,verbosity,reg_lambda,alpha,eta,gamma,max_depth,grow_policy,n_estimators,min_samples_split,min_samples_leaf,subsample,min_child_weight,colsample_bytree,scale_pos_weight,nthread,random_state
gbtree,binary:logistic,0,6.004474025679678e-08,0.08651873941668445,0.0058962977862451055,0.6680430529196193,3,lossguide,516,38,37,0.9726941150574262,1.3797572155480882,0.5776136307079118,0.45228215767634855,1,42
