booster,objective,verbosity,reg_lambda,alpha,eta,gamma,max_depth,grow_policy,n_estimators,min_samples_split,min_samples_leaf,subsample,min_child_weight,colsample_bytree,scale_pos_weight,nthread,random_state
gbtree,binary:logistic,0,4.5603839137924824e-08,0.004657598620836437,0.0004688041108270919,9.709061074933727e-07,2,lossguide,662,12,7,0.5323347864540869,6.0964690378067266,0.4892679874362609,0.45228215767634855,1,42
