objective,metric,verbosity,boosting_type,num_leaves,max_depth,lambda_l1,lambda_l2,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,n_estimators,scale_pos_weight,random_state
binary,binary_logloss,-1,gbdt,186,3,0.007182929230539812,8.176640011835337e-07,0.6004569052253035,0.6894286294224035,5,17,72,0.45228215767634855,42
